audioLanguageSlug,coreLanguageId,poolKey,themeUnique,sharedWithStart,additionalBeyondStart,unionWithStart
arabic-saidi-spoken,4532,hope-and-perseverance,26,26,0,57
arabic-saidi-spoken,4532,love-and-belonging,20,19,1,58
arabic-saidi-spoken,4532,forgiveness-and-new-beginnings,10,9,1,58
arabic-saidi-spoken,4532,exploring-jesus,38,38,0,57
arabic-sanaani,15161,meaning-and-purpose,18,18,0,36
arabic-sanaani,15161,hope-and-perseverance,16,16,0,36
arabic-sanaani,15161,love-and-belonging,12,12,0,36
arabic-sanaani,15161,forgiveness-and-new-beginnings,7,7,0,36
arabic-sanaani,15161,exploring-jesus,22,22,0,36
arabic-sudanese-spoken,13562,meaning-and-purpose,25,25,0,70
arabic-sudanese-spoken,13562,hope-and-perseverance,29,28,1,71
arabic-sudanese-spoken,13562,love-and-belonging,29,27,2,72
arabic-sudanese-spoken,13562,forgiveness-and-new-beginnings,16,15,1,71
arabic-sudanese-spoken,13562,exploring-jesus,43,43,0,70
arabic-taizzi-yemeni,184627,meaning-and-purpose,23,23,0,56
arabic-taizzi-yemeni,184627,hope-and-perseverance,26,26,0,56
arabic-taizzi-yemeni,184627,love-and-belonging,20,19,1,57
arabic-taizzi-yemeni,184627,forgiveness-and-new-beginnings,10,9,1,57
arabic-taizzi-yemeni,184627,exploring-jesus,37,37,0,56
arabic-tunisian,20547,meaning-and-purpose,24,24,0,68
arabic-tunisian,20547,hope-and-perseverance,29,28,1,69
arabic-tunisian,20547,love-and-belonging,28,26,2,70
arabic-tunisian,20547,forgiveness-and-new-beginnings,16,15,1,69
arabic-tunisian,20547,exploring-jesus,42,42,0,68
aralle,145459,meaning-and-purpose,18,18,0,35
aralle,145459,hope-and-perseverance,16,16,0,35
aralle,145459,love-and-belonging,12,12,0,35
aralle,145459,forgiveness-and-new-beginnings,7,7,0,35
aralle,145459,exploring-jesus,21,21,0,35
aramba,11251,meaning-and-purpose,18,18,0,35
aramba,11251,hope-and-perseverance,16,16,0,35
aramba,11251,love-and-belonging,12,12,0,35
aramba,11251,forgiveness-and-new-beginnings,7,7,0,35
aramba,11251,exploring-jesus,21,21,0,35
arbore,139498,meaning-and-purpose,18,18,0,35
arbore,139498,hope-and-perseverance,16,16,0,35
arbore,139498,love-and-belonging,12,12,0,35
arbore,139498,forgiveness-and-new-beginnings,7,7,0,35
arbore,139498,exploring-jesus,21,21,0,35
are,144351,meaning-and-purpose,18,18,0,35
are,144351,hope-and-perseverance,16,16,0,35
are,144351,love-and-belonging,12,12,0,35
are,144351,forgiveness-and-new-beginnings,7,7,0,35
are,144351,exploring-jesus,21,21,0,35
arhe,139524,meaning-and-purpose,18,18,0,35
arhe,139524,hope-and-perseverance,16,16,0,35
arhe,139524,love-and-belonging,12,12,0,35
arhe,139524,forgiveness-and-new-beginnings,7,7,0,35
arhe,139524,exploring-jesus,21,21,0,35
arifama-miniafia,10616,meaning-and-purpose,18,18,0,35
arifama-miniafia,10616,hope-and-perseverance,16,16,0,35
arifama-miniafia,10616,love-and-belonging,12,12,0,35
arifama-miniafia,10616,forgiveness-and-new-beginnings,7,7,0,35
arifama-miniafia,10616,exploring-jesus,21,21,0,35
aringa,99508,meaning-and-purpose,18,18,0,35
aringa,99508,hope-and-perseverance,16,16,0,35
aringa,99508,love-and-belonging,12,12,0,35
aringa,99508,forgiveness-and-new-beginnings,7,7,0,35
aringa,99508,exploring-jesus,21,21,0,35
armenian,646,meaning-and-purpose,25,25,0,71
armenian,646,hope-and-perseverance,29,28,1,72
armenian,646,love-and-belonging,29,27,2,73
armenian,646,forgiveness-and-new-beginnings,17,16,1,72
armenian,646,exploring-jesus,44,44,0,71
armenian-western,20550,meaning-and-purpose,23,23,0,58
armenian-western,20550,hope-and-perseverance,26,26,0,58
armenian-western,20550,love-and-belonging,20,19,1,59
armenian-western,20550,forgiveness-and-new-beginnings,11,10,1,59
armenian-western,20550,exploring-jesus,39,39,0,58
arosi,139342,meaning-and-purpose,18,18,0,35
arosi,139342,hope-and-perseverance,16,16,0,35
arosi,139342,love-and-belonging,12,12,0,35
arosi,139342,forgiveness-and-new-beginnings,7,7,0,35
arosi,139342,exploring-jesus,21,21,0,35
arumanian,176089,meaning-and-purpose,23,23,0,56
arumanian,176089,hope-and-perseverance,26,26,0,56
arumanian,176089,love-and-belonging,20,19,1,57
arumanian,176089,forgiveness-and-new-beginnings,10,9,1,57
arumanian,176089,exploring-jesus,37,37,0,56
asante-twi,185199,meaning-and-purpose,23,23,0,61
asante-twi,185199,hope-and-perseverance,27,27,0,61
asante-twi,185199,love-and-belonging,22,21,1,62
asante-twi,185199,forgiveness-and-new-beginnings,13,12,1,62
asante-twi,185199,exploring-jesus,40,40,0,61
ashaninka,140060,meaning-and-purpose,23,23,0,56
ashaninka,140060,hope-and-perseverance,26,26,0,56
ashaninka,140060,love-and-belonging,20,19,1,57
ashaninka,140060,forgiveness-and-new-beginnings,10,9,1,57
ashaninka,140060,exploring-jesus,37,37,0,56
asheninca-pichis,23941,meaning-and-purpose,18,18,0,35
asheninca-pichis,23941,hope-and-perseverance,16,16,0,35
asheninca-pichis,23941,love-and-belonging,12,12,0,35
asheninca-pichis,23941,forgiveness-and-new-beginnings,7,7,0,35
asheninca-pichis,23941,exploring-jesus,21,21,0,35
assamese,1171,meaning-and-purpose,23,23,0,59
assamese,1171,hope-and-perseverance,28,28,0,59
assamese,1171,love-and-belonging,22,21,1,60
assamese,1171,forgiveness-and-new-beginnings,10,9,1,60
assamese,1171,exploring-jesus,39,39,0,59
assamese-muslim,185219,meaning-and-purpose,18,18,0,35
assamese-muslim,185219,hope-and-perseverance,16,16,0,35
assamese-muslim,185219,love-and-belonging,12,12,0,35
assamese-muslim,185219,forgiveness-and-new-beginnings,7,7,0,35
assamese-muslim,185219,exploring-jesus,21,21,0,35
assyrian,20551,meaning-and-purpose,23,23,0,56
assyrian,20551,hope-and-perseverance,26,26,0,56
assyrian,20551,love-and-belonging,20,19,1,57
assyrian,20551,forgiveness-and-new-beginnings,10,9,1,57
assyrian,20551,exploring-jesus,37,37,0,56
ateso,20963,meaning-and-purpose,18,18,0,39
ateso,20963,hope-and-perseverance,17,17,0,39
ateso,20963,love-and-belonging,14,14,0,39
ateso,20963,forgiveness-and-new-beginnings,10,10,0,39
ateso,20963,exploring-jesus,23,23,0,39
athpariya,97073,meaning-and-purpose,18,18,0,35
athpariya,97073,hope-and-perseverance,16,16,0,35
athpariya,97073,love-and-belonging,12,12,0,35
athpariya,97073,forgiveness-and-new-beginnings,7,7,0,35
athpariya,97073,exploring-jesus,21,21,0,35
atitlan-mixe,20830,meaning-and-purpose,18,18,0,35
atitlan-mixe,20830,hope-and-perseverance,16,16,0,35
atitlan-mixe,20830,love-and-belonging,12,12,0,35
atitlan-mixe,20830,forgiveness-and-new-beginnings,7,7,0,35
atitlan-mixe,20830,exploring-jesus,21,21,0,35
auhelawa,141644,meaning-and-purpose,18,18,0,35
auhelawa,141644,hope-and-perseverance,16,16,0,35
auhelawa,141644,love-and-belonging,12,12,0,35
auhelawa,141644,forgiveness-and-new-beginnings,7,7,0,35
auhelawa,141644,exploring-jesus,21,21,0,35
aukaans,18698,meaning-and-purpose,18,18,0,35
aukaans,18698,hope-and-perseverance,16,16,0,35
aukaans,18698,love-and-belonging,12,12,0,35
aukaans,18698,forgiveness-and-new-beginnings,7,7,0,35
aukaans,18698,exploring-jesus,21,21,0,35
avar,15882,meaning-and-purpose,18,18,0,35
avar,15882,hope-and-perseverance,16,16,0,35
avar,15882,love-and-belonging,12,12,0,35
avar,15882,forgiveness-and-new-beginnings,7,7,0,35
avar,15882,exploring-jesus,21,21,0,35
avikam,16111,meaning-and-purpose,18,18,0,35
avikam,16111,hope-and-perseverance,16,16,0,35
avikam,16111,love-and-belonging,12,12,0,35
avikam,16111,forgiveness-and-new-beginnings,7,7,0,35
avikam,16111,exploring-jesus,21,21,0,35
avokaya,13567,meaning-and-purpose,18,18,0,35
avokaya,13567,hope-and-perseverance,16,16,0,35
avokaya,13567,love-and-belonging,12,12,0,35
avokaya,13567,forgiveness-and-new-beginnings,7,7,0,35
avokaya,13567,exploring-jesus,21,21,0,35
awa,100703,meaning-and-purpose,18,18,0,35
awa,100703,hope-and-perseverance,16,16,0,35
awa,100703,love-and-belonging,12,12,0,35
awa,100703,forgiveness-and-new-beginnings,7,7,0,35
awa,100703,exploring-jesus,21,21,0,35
awa-8,139568,meaning-and-purpose,18,18,0,35
awa-8,139568,hope-and-perseverance,16,16,0,35
awa-8,139568,love-and-belonging,12,12,0,35
awa-8,139568,forgiveness-and-new-beginnings,7,7,0,35
awa-8,139568,exploring-jesus,21,21,0,35
awa-cuaiquer,141518,meaning-and-purpose,18,18,0,35
awa-cuaiquer,141518,hope-and-perseverance,16,16,0,35
awa-cuaiquer,141518,love-and-belonging,12,12,0,35
awa-cuaiquer,141518,forgiveness-and-new-beginnings,7,7,0,35
awa-cuaiquer,141518,exploring-jesus,21,21,0,35
awad-bing,139661,meaning-and-purpose,18,18,0,35
awad-bing,139661,hope-and-perseverance,16,16,0,35
awad-bing,139661,love-and-belonging,12,12,0,35
awad-bing,139661,forgiveness-and-new-beginnings,7,7,0,35
awad-bing,139661,exploring-jesus,21,21,0,35
awadhi,5603,meaning-and-purpose,23,23,0,57
awadhi,5603,hope-and-perseverance,26,26,0,57
awadhi,5603,love-and-belonging,20,19,1,58
awadhi,5603,forgiveness-and-new-beginnings,10,9,1,58
awadhi,5603,exploring-jesus,38,38,0,57
awadhi-nepal,184922,meaning-and-purpose,18,18,0,35
awadhi-nepal,184922,hope-and-perseverance,16,16,0,35
awadhi-nepal,184922,love-and-belonging,12,12,0,35
awadhi-nepal,184922,forgiveness-and-new-beginnings,7,7,0,35
awadhi-nepal,184922,exploring-jesus,21,21,0,35
awajun,139322,meaning-and-purpose,18,18,0,35
awajun,139322,hope-and-perseverance,16,16,0,35
awajun,139322,love-and-belonging,12,12,0,35
awajun,139322,forgiveness-and-new-beginnings,7,7,0,35
awajun,139322,exploring-jesus,21,21,0,35
awak,10231,meaning-and-purpose,18,18,0,35
awak,10231,hope-and-perseverance,16,16,0,35
awak,10231,love-and-belonging,12,12,0,35
awak,10231,forgiveness-and-new-beginnings,7,7,0,35
awak,10231,exploring-jesus,21,21,0,35
awgni,53389,meaning-and-purpose,18,18,0,35
awgni,53389,hope-and-perseverance,16,16,0,35
awgni,53389,love-and-belonging,12,12,0,35
awgni,53389,forgiveness-and-new-beginnings,7,7,0,35
awgni,53389,exploring-jesus,21,21,0,35
awing,139611,meaning-and-purpose,18,18,0,35
awing,139611,hope-and-perseverance,16,16,0,35
awing,139611,love-and-belonging,12,12,0,35
awing,139611,forgiveness-and-new-beginnings,7,7,0,35
awing,139611,exploring-jesus,21,21,0,35
awutu,19468,meaning-and-purpose,18,18,0,39
awutu,19468,hope-and-perseverance,17,17,0,39
awutu,19468,love-and-belonging,14,14,0,39
awutu,19468,forgiveness-and-new-beginnings,10,10,0,39
awutu,19468,exploring-jesus,23,23,0,39
ayizo-2,157289,meaning-and-purpose,17,17,0,32
ayizo-2,157289,hope-and-perseverance,14,14,0,32
ayizo-2,157289,love-and-belonging,12,12,0,32
ayizo-2,157289,forgiveness-and-new-beginnings,7,7,0,32
ayizo-2,157289,exploring-jesus,18,18,0,32
ayizo-tori,145621,meaning-and-purpose,0,0,0,1
ayizo-tori,145621,hope-and-perseverance,0,0,0,1
ayizo-tori,145621,love-and-belonging,0,0,0,1
ayizo-tori,145621,forgiveness-and-new-beginnings,0,0,0,1
ayizo-tori,145621,exploring-jesus,1,1,0,1
aymara-central,616,meaning-and-purpose,24,24,0,69
aymara-central,616,hope-and-perseverance,29,28,1,70
aymara-central,616,love-and-belonging,28,26,2,71
aymara-central,616,forgiveness-and-new-beginnings,16,15,1,70
aymara-central,616,exploring-jesus,43,43,0,69
ayoreo,139601,meaning-and-purpose,18,18,0,35
ayoreo,139601,hope-and-perseverance,16,16,0,35
ayoreo,139601,love-and-belonging,12,12,0,35
ayoreo,139601,forgiveness-and-new-beginnings,7,7,0,35
ayoreo,139601,exploring-jesus,21,21,0,35
ayta-abellen,96911,meaning-and-purpose,18,18,0,35
ayta-abellen,96911,hope-and-perseverance,16,16,0,35
ayta-abellen,96911,love-and-belonging,12,12,0,35
ayta-abellen,96911,forgiveness-and-new-beginnings,7,7,0,35
ayta-abellen,96911,exploring-jesus,21,21,0,35
ayta-ambala,139244,meaning-and-purpose,18,18,0,35
ayta-ambala,139244,hope-and-perseverance,16,16,0,35
ayta-ambala,139244,love-and-belonging,12,12,0,35
ayta-ambala,139244,forgiveness-and-new-beginnings,7,7,0,35
ayta-ambala,139244,exploring-jesus,21,21,0,35
ayta-mag-antsi,12596,meaning-and-purpose,18,18,0,35
ayta-mag-antsi,12596,hope-and-perseverance,16,16,0,35
ayta-mag-antsi,12596,love-and-belonging,12,12,0,35
ayta-mag-antsi,12596,forgiveness-and-new-beginnings,7,7,0,35
ayta-mag-antsi,12596,exploring-jesus,21,21,0,35
ayta-mag-indi,139772,meaning-and-purpose,18,18,0,35
ayta-mag-indi,139772,hope-and-perseverance,16,16,0,35
ayta-mag-indi,139772,love-and-belonging,12,12,0,35
ayta-mag-indi,139772,forgiveness-and-new-beginnings,7,7,0,35
ayta-mag-indi,139772,exploring-jesus,21,21,0,35
azerbaijani-iran,355,meaning-and-purpose,19,19,0,48
azerbaijani-iran,355,hope-and-perseverance,20,19,1,49
azerbaijani-iran,355,love-and-belonging,21,20,1,49
azerbaijani-iran,355,forgiveness-and-new-beginnings,13,13,0,48
azerbaijani-iran,355,exploring-jesus,27,27,0,48
azerbaijani-north,689,meaning-and-purpose,26,26,0,78
azerbaijani-north,689,hope-and-perseverance,31,30,1,79
azerbaijani-north,689,love-and-belonging,29,27,2,80
azerbaijani-north,689,forgiveness-and-new-beginnings,19,18,1,79
azerbaijani-north,689,exploring-jesus,51,51,0,78
azha,97274,meaning-and-purpose,18,18,0,35
azha,97274,hope-and-perseverance,16,16,0,35
azha,97274,love-and-belonging,12,12,0,35
azha,97274,forgiveness-and-new-beginnings,7,7,0,35
azha,97274,exploring-jesus,21,21,0,35
aztec-nahuatl-guerrero,20843,meaning-and-purpose,18,18,0,35
aztec-nahuatl-guerrero,20843,hope-and-perseverance,16,16,0,35
aztec-nahuatl-guerrero,20843,love-and-belonging,12,12,0,35
aztec-nahuatl-guerrero,20843,forgiveness-and-new-beginnings,7,7,0,35
aztec-nahuatl-guerrero,20843,exploring-jesus,21,21,0,35
babanki,139635,meaning-and-purpose,18,18,0,35
babanki,139635,hope-and-perseverance,16,16,0,35
babanki,139635,love-and-belonging,12,12,0,35
babanki,139635,forgiveness-and-new-beginnings,7,7,0,35
babanki,139635,exploring-jesus,21,21,0,35
bacama-bwatiye,53330,meaning-and-purpose,18,18,0,35
bacama-bwatiye,53330,hope-and-perseverance,16,16,0,35
bacama-bwatiye,53330,love-and-belonging,12,12,0,35
bacama-bwatiye,53330,forgiveness-and-new-beginnings,7,7,0,35
bacama-bwatiye,53330,exploring-jesus,21,21,0,35
bada,19547,meaning-and-purpose,18,18,0,35
bada,19547,hope-and-perseverance,16,16,0,35
bada,19547,love-and-belonging,12,12,0,35
bada,19547,forgiveness-and-new-beginnings,7,7,0,35
bada,19547,exploring-jesus,21,21,0,35
badaga,5613,meaning-and-purpose,23,23,0,56
badaga,5613,hope-and-perseverance,26,26,0,56
badaga,5613,love-and-belonging,20,19,1,57
badaga,5613,forgiveness-and-new-beginnings,10,9,1,57
badaga,5613,exploring-jesus,37,37,0,56
bade,10221,meaning-and-purpose,18,18,0,35
bade,10221,hope-and-perseverance,16,16,0,35
bade,10221,love-and-belonging,12,12,0,35
bade,10221,forgiveness-and-new-beginnings,7,7,0,35
bade,10221,exploring-jesus,21,21,0,35
bado-parja,184499,meaning-and-purpose,18,18,0,35
bado-parja,184499,hope-and-perseverance,16,16,0,35
bado-parja,184499,love-and-belonging,12,12,0,35
bado-parja,184499,forgiveness-and-new-beginnings,7,7,0,35
bado-parja,184499,exploring-jesus,21,21,0,35
baeggu,139997,meaning-and-purpose,18,18,0,35
baeggu,139997,hope-and-perseverance,16,16,0,35
baeggu,139997,love-and-belonging,12,12,0,35
baeggu,139997,forgiveness-and-new-beginnings,7,7,0,35
baeggu,139997,exploring-jesus,21,21,0,35
baelelea,139996,meaning-and-purpose,18,18,0,35
baelelea,139996,hope-and-perseverance,16,16,0,35
baelelea,139996,love-and-belonging,12,12,0,35
baelelea,139996,forgiveness-and-new-beginnings,7,7,0,35
baelelea,139996,exploring-jesus,21,21,0,35
bafut,2819,meaning-and-purpose,18,18,0,35
bafut,2819,hope-and-perseverance,16,16,0,35
bafut,2819,love-and-belonging,12,12,0,35
bafut,2819,forgiveness-and-new-beginnings,7,7,0,35
bafut,2819,exploring-jesus,21,21,0,35
bagheli,6648,meaning-and-purpose,18,18,0,35
bagheli,6648,hope-and-perseverance,16,16,0,35
bagheli,6648,love-and-belonging,12,12,0,35
bagheli,6648,forgiveness-and-new-beginnings,7,7,0,35
bagheli,6648,exploring-jesus,21,21,0,35
bagri,5699,meaning-and-purpose,23,23,0,56
bagri,5699,hope-and-perseverance,26,26,0,56
bagri,5699,love-and-belonging,20,19,1,57
bagri,5699,forgiveness-and-new-beginnings,10,9,1,57
bagri,5699,exploring-jesus,37,37,0,56
bahasa-melayu-2,170534,meaning-and-purpose,0,0,0,1
bahasa-melayu-2,170534,hope-and-perseverance,0,0,0,1
bahasa-melayu-2,170534,love-and-belonging,0,0,0,1
bahasa-melayu-2,170534,forgiveness-and-new-beginnings,0,0,0,1
bahasa-melayu-2,170534,exploring-jesus,1,1,0,1
bahnar,19391,meaning-and-purpose,18,18,0,35
bahnar,19391,hope-and-perseverance,16,16,0,35
bahnar,19391,love-and-belonging,12,12,0,35
bahnar,19391,forgiveness-and-new-beginnings,7,7,0,35
bahnar,19391,exploring-jesus,21,21,0,35
bai,3948,meaning-and-purpose,18,18,0,35
bai,3948,hope-and-perseverance,16,16,0,35
bai,3948,love-and-belonging,12,12,0,35
bai,3948,forgiveness-and-new-beginnings,7,7,0,35
bai,3948,exploring-jesus,21,21,0,35
bai-lama,184480,meaning-and-purpose,18,18,0,35
bai-lama,184480,hope-and-perseverance,16,16,0,35
bai-lama,184480,love-and-belonging,12,12,0,35
bai-lama,184480,forgiveness-and-new-beginnings,7,7,0,35
bai-lama,184480,exploring-jesus,21,21,0,35
bai-southern,25916,meaning-and-purpose,19,19,0,40
bai-southern,25916,hope-and-perseverance,18,18,0,40
bai-southern,25916,love-and-belonging,13,13,0,40
bai-southern,25916,forgiveness-and-new-beginnings,9,9,0,40
bai-southern,25916,exploring-jesus,25,25,0,40
baiso,139961,meaning-and-purpose,18,18,0,35
baiso,139961,hope-and-perseverance,16,16,0,35
baiso,139961,love-and-belonging,12,12,0,35
baiso,139961,forgiveness-and-new-beginnings,7,7,0,35
baiso,139961,exploring-jesus,21,21,0,35
baitadeli,111587,meaning-and-purpose,18,18,0,35
baitadeli,111587,hope-and-perseverance,16,16,0,35
baitadeli,111587,love-and-belonging,12,12,0,35
baitadeli,111587,forgiveness-and-new-beginnings,7,7,0,35
baitadeli,111587,exploring-jesus,21,21,0,35
bajau-indonesian,17655,meaning-and-purpose,18,18,0,35
bajau-indonesian,17655,hope-and-perseverance,16,16,0,35
bajau-indonesian,17655,love-and-belonging,12,12,0,35
bajau-indonesian,17655,forgiveness-and-new-beginnings,7,7,0,35
bajau-indonesian,17655,exploring-jesus,21,21,0,35
bajhangi,111589,meaning-and-purpose,18,18,0,35
bajhangi,111589,hope-and-perseverance,16,16,0,35
bajhangi,111589,love-and-belonging,12,12,0,35
bajhangi,111589,forgiveness-and-new-beginnings,7,7,0,35
bajhangi,111589,exploring-jesus,21,21,0,35
bajureli,184907,meaning-and-purpose,18,18,0,35
bajureli,184907,hope-and-perseverance,16,16,0,35
bajureli,184907,love-and-belonging,12,12,0,35
bajureli,184907,forgiveness-and-new-beginnings,7,7,0,35
bajureli,184907,exploring-jesus,21,21,0,35
baka,97237,meaning-and-purpose,18,18,0,35
baka,97237,hope-and-perseverance,16,16,0,35
baka,97237,love-and-belonging,12,12,0,35
baka,97237,forgiveness-and-new-beginnings,7,7,0,35
baka,97237,exploring-jesus,21,21,0,35
bakairi,1884,meaning-and-purpose,18,18,0,35
bakairi,1884,hope-and-perseverance,16,16,0,35
bakairi,1884,love-and-belonging,12,12,0,35
bakairi,1884,forgiveness-and-new-beginnings,7,7,0,35
bakairi,1884,exploring-jesus,21,21,0,35
bakhtiari,6800,meaning-and-purpose,18,18,0,35
bakhtiari,6800,hope-and-perseverance,16,16,0,35
bakhtiari,6800,love-and-belonging,12,12,0,35
bakhtiari,6800,forgiveness-and-new-beginnings,7,7,0,35
bakhtiari,6800,exploring-jesus,21,21,0,35
bakumpai,19560,meaning-and-purpose,18,18,0,35
bakumpai,19560,hope-and-perseverance,16,16,0,35
bakumpai,19560,love-and-belonging,12,12,0,35
bakumpai,19560,forgiveness-and-new-beginnings,7,7,0,35
bakumpai,19560,exploring-jesus,21,21,0,35
bakwe,184847,meaning-and-purpose,18,18,0,35
bakwe,184847,hope-and-perseverance,16,16,0,35
bakwe,184847,love-and-belonging,12,12,0,35
bakwe,184847,forgiveness-and-new-beginnings,7,7,0,35
bakwe,184847,exploring-jesus,21,21,0,35
balangao,12808,meaning-and-purpose,18,18,0,35
balangao,12808,hope-and-perseverance,16,16,0,35
balangao,12808,love-and-belonging,12,12,0,35
balangao,12808,forgiveness-and-new-beginnings,7,7,0,35
balangao,12808,exploring-jesus,21,21,0,35
balangin-indo,184936,meaning-and-purpose,18,18,0,35
balangin-indo,184936,hope-and-perseverance,16,16,0,35
balangin-indo,184936,love-and-belonging,12,12,0,35
balangin-indo,184936,forgiveness-and-new-beginnings,7,7,0,35
balangin-indo,184936,exploring-jesus,21,21,0,35
balanta,13002,meaning-and-purpose,18,18,0,35
balanta,13002,hope-and-perseverance,16,16,0,35
balanta,13002,love-and-belonging,12,12,0,35
balanta,13002,forgiveness-and-new-beginnings,7,7,0,35
balanta,13002,exploring-jesus,21,21,0,35
balanta-ganja,23511,meaning-and-purpose,18,18,0,35
balanta-ganja,23511,hope-and-perseverance,16,16,0,35
balanta-ganja,23511,love-and-belonging,12,12,0,35
balanta-ganja,23511,forgiveness-and-new-beginnings,7,7,0,35
balanta-ganja,23511,exploring-jesus,21,21,0,35
balanta-naga,53321,meaning-and-purpose,18,18,0,35
balanta-naga,53321,hope-and-perseverance,16,16,0,35
balanta-naga,53321,love-and-belonging,12,12,0,35
balanta-naga,53321,forgiveness-and-new-beginnings,7,7,0,35
balanta-naga,53321,exploring-jesus,21,21,0,35
