audioLanguageSlug,coreLanguageId,sourcePublishedLeafVideos,sourcePublishedHlsLeafVideos,sourcePublishedHlsVideosAllLabels,curatedStartUnique,curatedUnionUnique,curatedStartWorkFamilies,curatedStartStoryGroups,curatedStartMedianDubAtMost15m,curatedStartFeatureFilms,startMeets6,startMeets30,unionMeets30,adminValidatedUnique,identityStatus,pool_meaning-and-purpose,pool_hope-and-perseverance,pool_love-and-belonging,pool_forgiveness-and-new-beginnings,pool_exploring-jesus
belorussian,1259,98,98,100,48,49,12,47,46,2,True,True,True,0,core_only,19,19,20,13,27
bemba,14278,159,159,161,73,75,14,71,66,3,True,True,True,0,core_only,24,30,30,19,45
bembe,19571,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bena,14277,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
benabena,139554,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bench,19518,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bende-tongwe,139543,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bengali-indian,139081,335,335,337,126,128,28,123,121,5,True,True,True,0,core_only,47,51,53,30,66
benyadu,97609,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
berom,10185,69,69,69,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
betawi,16652,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bete-daloa,16103,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bete-gagnoa,16098,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bete-guiberoua,16106,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bette,28132,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bhadrawahi,5671,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bharia,5696,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bhatri,5697,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bhattiyali,6642,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bhele,139693,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bhilali,139684,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bhili,5695,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bhogoto,53435,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
bhojpuri,5667,145,145,145,62,63,4,60,59,3,True,True,True,0,core_only,24,28,21,12,42
bhojpuri-nepal,145845,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
biafada,16120,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
biak,16488,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bicolano,22100,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bidayuh-jagoi,151767,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bijago,21963,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bikol-buhinon,100255,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bilaspuri,6363,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bilua,139762,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bima,19537,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bimin,12286,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bimoba,5174,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
binandere,139683,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bine,11446,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
binukid,12854,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
birifor,139154,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
birifor-southern,5173,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bishnupriya,23250,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bislama,9181,99,99,101,48,49,12,47,46,2,True,True,True,0,core_only,19,19,20,13,27
bisu,140169,123,123,123,61,62,3,60,59,2,True,True,True,0,core_only,24,28,21,12,41
blaan-koronadal,12816,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
blaan-sarangani,12815,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
blackfoot,3105,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
blin,4593,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
blowo,147081,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bobe,115239,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
bobo-madare-southern,2073,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bodo,19594,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
bogghom,158871,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bokyi,2788,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bola,10813,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bolewa,19581,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bolinao,12589,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bomu,2081,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bongo,97457,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bora,139707,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
borna-shinasha,97524,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bororo,1873,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bosnian,20581,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
bouyei,3960,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bouyei-anshun,139132,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bouyei-qianxi,185354,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bozo-jenaama,140166,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bozo-tigemaxo,139885,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
brahui,351,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
braj-bhasha,5611,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
brazilian-sign-language,1872,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
brezhoneg,158608,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bru-eastern,7371,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bru-van-kieu,185256,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
budu-koya,24092,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
budu-nita,24091,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
budza,15667,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bugis,17645,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bugis-soppeng,185058,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bugkalot,184845,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
buglere,10601,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bukharian,6934,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
buksa,23325,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bukusu,19606,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bulgarian,1964,166,166,168,79,81,15,77,76,3,True,True,True,0,core_only,27,30,32,19,51
buli,19610,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bulu,2884,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bulusu,139916,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bum,139792,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bundel-khandi,20587,67,67,67,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bungu,99933,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
buol,17373,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bura-pabir,10343,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
buriat-russia,18321,131,131,131,58,59,4,56,55,3,True,True,True,0,core_only,23,26,20,11,39
burmese,1254,79,79,79,37,37,9,37,37,0,True,True,True,0,core_only,20,16,18,10,10
burmese-common,184855,63,63,63,36,36,2,35,35,1,True,True,True,0,core_only,18,17,13,7,22
burmese-musselmani,24293,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
burmese-standard,184854,157,157,159,70,73,14,68,66,4,True,True,True,0,core_only,24,30,28,17,44
burun,139538,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
burunge,139544,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
burushaski,10570,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
buurak,49141,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bwamu-laa-laa,2074,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
bwazza,9491,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cabecar,140126,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cakchiquel-central,5439,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
cakchiquel-eastern,5397,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cakchiquel-south-central,5437,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cakchiquel-western,5392,132,132,132,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
canela,101512,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cantonese,20601,308,308,310,118,120,27,114,114,4,True,True,True,0,core_only,47,49,50,27,59
capanahua,141267,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
carib-eastern,53421,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
catalan-valencian-balear,531,147,147,147,58,59,4,56,55,3,True,True,True,0,core_only,23,26,20,10,39
cebuano,12784,108,108,110,53,54,13,51,51,2,True,True,True,0,core_only,20,21,21,15,31
central-asian-russian,20899,166,166,168,80,82,24,77,76,4,True,True,True,0,core_only,25,32,29,20,54
central-buang,159546,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cerma,2067,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
chachi,4501,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chakfem,159392,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chakma,1253,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chaldean,20592,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
cham-eastern,19372,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cham-western,2145,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chamacoco,140087,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chamari,97720,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chamba-daka,159038,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chambeali,5652,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chamling,50165,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chamorro,5379,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
chara,140248,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chasu-pare,24223,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chatgaya-chittagonian-hindu,139131,129,129,129,57,58,3,56,54,3,True,True,True,0,core_only,23,26,20,10,38
chatgaya-chittagonian-muslim,21674,128,128,128,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
chatino-nopala,8282,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chatino-zenzontepec,8281,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chavacano,12791,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chechen,7139,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cheke-holo,144083,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cherepon,25991,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chhattisgarhi,6463,135,135,135,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
chibi-setentrional,139134,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chichewa,20857,292,292,294,106,108,19,104,99,3,True,True,True,0,core_only,42,44,47,29,52
chikunda,163660,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chilcotin,3099,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chin-asho,1181,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chin-falam,1192,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chin-khumi,1252,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chin-mun,8746,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chin-paite,5961,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinantec-usila,97686,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinanteco-quiotepec,8343,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinanteco-tepetotutla,7922,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinanteco-tlacoatzintepec,7926,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinese-guiliu,53352,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinese-hokkien-amoy,184515,118,118,118,57,58,3,55,55,2,True,True,True,0,core_only,23,27,21,10,38
chinese-qinghai,24096,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinese-sichuan,23062,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chinese-simplified,21754,89,89,89,51,52,31,50,51,0,True,True,True,0,core_only,22,13,14,12,23
chinese-traditional,21753,48,48,48,31,32,19,30,31,0,True,True,True,0,core_only,17,10,11,6,5
chinese-yunnan-kunming,23061,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
chingoni,20084,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chitembo,47429,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chitwan-tharu,167552,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chodri,5648,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chokwe-angola,23492,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chokwe-congo,23491,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chol-tumbala,8315,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chonyi,7343,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
chopi,8420,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chumburung,5232,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
churahi,5647,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chuukese,139129,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chuvash,18574,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
chwabo,8426,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cia-cia,17626,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cirebon,19766,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cishingini,9316,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
clela,23874,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cofan,184472,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cogui,23924,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
col,141796,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
colombian-sign-language,4247,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
comorian-shingazidja,15903,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cook-islands-maori,176906,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cora,8323,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
costa-rican-sign-language,4394,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
cree-western,3087,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
crimean-tatar,22335,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
crioulo-upper-guinea,5059,99,99,101,60,61,13,60,55,1,True,True,True,0,core_only,21,21,25,19,36
croatian,1109,262,262,264,103,105,21,101,100,3,True,True,True,0,core_only,42,42,44,26,52
csango,108102,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
cubeo,1592,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cuicateco-tepeuxila,8284,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cun,3792,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
curripaco,141382,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
cuyonon,12773,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
czech,4432,304,304,306,120,122,21,117,116,4,True,True,True,0,core_only,45,47,51,31,65
daani,185232,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
daasanach,97941,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
daba,2865,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dadeldhureli,53355,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dadiya,10292,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dagaari-northern,22197,0,0,0,0,0,0,0,0,0,False,False,False,0,core_only,0,0,0,0,0
dagaari-southern,5188,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dagara,116416,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dagbanli,184814,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
dan,5462,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
dangali-tharu,185063,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dangi,22682,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dani-western,16447,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
danish,4454,113,113,115,46,47,16,46,45,1,True,True,True,0,core_only,18,17,24,17,14
dano,139511,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
darchuleli,111588,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dargin,20644,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dari,53400,207,207,209,78,80,22,76,75,3,True,True,True,0,core_only,25,32,29,19,52
datooga,14081,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
daur,3786,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
davik-kui,185003,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dawro,4633,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dayak-ngaju,172218,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
daza,3299,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
deccani,22685,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
deg,144593,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
dei,140356,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dendi-djougou,53326,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dendi-malanville,1344,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dene,97745,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
deori,140367,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dera,19822,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dersim-zazaki,22684,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
desia,20863,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dhatki,10529,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
dhimal,140205,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dhivehi,53287,121,121,123,68,69,20,68,67,1,True,True,True,0,core_only,27,27,25,22,36
dhodia,6548,63,63,63,36,36,2,36,35,1,True,True,True,0,core_only,19,16,13,7,21
dhopadhola,20521,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dhundari,24343,121,121,121,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
dibali,184541,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dida-yocoboue,16052,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
didinga,13644,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
digaro-mishmi,144716,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
digo,7176,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dijim-cham,53395,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dimasa,19652,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dime,140225,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dinka-agar-bor,139058,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
dinka-northeastern-padang,24267,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
dinka-rek,24273,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dirasha,4694,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ditammari,1318,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
djola-bayote,53409,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dogon-jamsay,140535,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dogon-mombo,140549,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dogon-togo-kan,185246,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dogon-tommo-so,140443,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dogon-tomo-kan,26248,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dogon-toro-so,27145,118,118,118,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
dogose,139072,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dogri,20651,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dolpo,140409,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dom,175683,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dong-northern,3787,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dong-southern,3803,72,72,72,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
dongissa,164768,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dongnu,3717,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dongo,140398,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dongxiang,3933,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
doondo,98033,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
doromu-koki,141569,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
doti-doteli,185061,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
duala,2854,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dubli,23342,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dulangan-manobo,173673,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
duna,140449,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dungan,17820,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
dungra-bhil,23258,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
duri,17601,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
duruma,7166,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
duruwa,5967,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
